ID	p10_12M	p103_12M	p103_4M	p103_B	p10_4M	p105_12M	p105_4M	p105_B	p10_B	p1_12M	p12_12M	p12_4M	p128_12M	p128_4M	p128_B	p12_B	p133_12M	p133_4M	p133_B	p137_12M	p137_4M	p137_B	p1_4M	p150_12M	p150_4M	p150_B	p157_12M	p157_4M	p157_B	p172_12M	p172_4M	p172_B	p179_12M	p179_4M	p179_B	p180_12M	p180_4M	p180_B	p181_12M	p181_4M	p181_B	p184_12M	p184_4M	p184_B	p195_12M	p195_4M	p195_B	p1_B	p201_12M	p201_4M	p201_B	p203_12M	p203_4M	p203_B	p224_12M	p224_4M	p224_B	p229_12M	p229_4M	p229_B	p238_12M	p238_4M	p238_B	p240_12M	p240_4M	p240_B	p244_12M	p244_4M	p244_B	p256_12M	p256_4M	p256_B	p258_12M	p258_4M	p258_B	p263_12M	p263_4M	p263_B	p265_12M	p265_4M	p265_B	p268_12M	p268_4M	p268_B	p275_12M	p275_4M	p275_B	p276_12M	p276_4M	p276_B	p281_12M	p281_4M	p281_B	p282_12M	p282_4M	p282_B	p332_12M	p332_4M	p332_B	p335_12M	p335_4M	p335_B	p338_12M	p338_4M	p338_B	p341_12M	p341_4M	p341_B	p343_12M	p343_4M	p343_B	p345_12M	p345_4M	p345_B	p350_12M	p350_4M	p350_B	p377_12M	p377_4M	p377_B	p385_12M	p385_4M	p385_B	p387_12M	p387_4M	p387_B	p397_12M	p397_4M	p397_B	p42_12M	p42_4M	p42_B	p45_12M	p45_4M	p45_B	p503_12M	p503_4M	p503_B	p504_12M	p504_4M	p504_B	p507_12M	p507_4M	p507_B	p511_12M	p511_4M	p511_B	p521_12M	p521_4M	p521_B	p527_12M	p527_4M	p527_B	p53_12M	p532_12M	p532_4M	p532_B	p53_4M	p536_12M	p536_4M	p536_B	p53_B	p546_12M	p546_4M	p546_B	p549_12M	p549_4M	p549_B	p560_12M	p560_4M	p560_B	p565_12M	p565_4M	p565_B	p567_12M	p567_4M	p567_B	p570_12M	p570_4M	p570_B	p572_12M	p572_4M	p572_B	p577_12M	p577_4M	p577_B	p582_12M	p582_4M	p582_B	p585_12M	p585_4M	p585_B	p587_12M	p587_4M	p587_B	p589_12M	p589_4M	p589_B	p590_12M	p590_4M	p590_B	p591_12M	p591_4M	p591_B	p599_12M	p599_4M	p599_B	p608_12M	p608_4M	p608_B	p615_12M	p615_4M	p615_B	p622_12M	p622_4M	p622_B	p624_12M	p624_4M	p624_B	p626_12M	p626_4M	p626_B	p635_12M	p635_4M	p635_B	p637_12M	p637_4M	p637_B	p640_12M	p640_4M	p640_B	p70_12M	p70_4M	p70_B	p7_12M	p7_4M	p78_12M	p78_4M	p78_B	p7_B	p82_12M	p82_4M	p82_B	p9_12M	p9_4M	p9_B
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified	9.4784	0	0	9.00E-05	2.78925	0	0	0.13432	0.02022	0.00997	0	0	4.80955	15.98508	0.00158	0	0.00022	2.14519	0	0.08477	0.12701	0.0019	0.00979	0	0	0	3.01083	0.00314	0.06826	2.62816	0.00405	17.42072	3.39122	5.31075	0	0	0	0	0	0.00045	0	0.03006	0	3.85048	6.73457	0	0.06043	2.95501	0.90238	0	0.00198	0	0	0	0	0	0	0.00617	0.83154	6.86115	0	0	0	19.5333	0.93848	0.00248	0.87089	2.02884	0.01074	0.00014	0	0	0.38286	0	0	1.71258	29.61288	8.64883	0	0.01349	8.00E-05	2.79753	5.39549	7.40906	0	0	0	0	0.00208	0.07976	0	0.00176	0.0222	0	0	0.02449	1.82065	24.52524	8.37813	0.00936	7.52349	0	0	0.00604	0	0	0.00074	0.0013	0.04137	0	0	0	0.84016	11.3966	11.56065	0.40113	0.01952	7.15069	0.00424	5.63512	0	0	0	0	0.00396	0.91534	1.18194	0.01112	5.28984	0.37909	0.00111	0.0036	3.3018	3.30967	5.10626	8.96032	30.39187	20.66161	1.05532	0	0	0	0.00399	0.00068	0	0	0	0	0	0	0	0.00067	0	10.43258	0	0.00078	0	2.68034	0.00427	0.00078	0	27.47692	0	0	0	0	0	0	0	0	0	0	0.00172	3.49033	0	0.00017	0	0	3.50123	0.16328	0	0	0	0	0	0	0.03377	10.21123	0.01103	1.18921	0.00239	0	0	0	0	0	0	0	0.00966	5.49213	0.69619	0	4.74593	48.01685	0	0.01401	3.30104	4.70321	3.00539	0.00553	0.26595	0	0	6.08587	7.55055	0.02129	0.00158	0.00258	0	0.1519	0.36933	0.03051	0	0.00039	0	0.45132	2.15122	8.39509	0.81161	0.00353	0.0069	0	0	0.16328	2.85733	16.77364	3.63006	0.00914	0.97784	15.39022	2.95938	23.68018	1.46641	0.02926	0.01179	0.00437
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16824	0.00906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_angulatum|t__GCF_000156635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16824	0.00906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347	0	0	0	0	26.22808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209	0.00057	29.13068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_animalis|t__Bifidobacterium_animalis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347	0	0	0	0	26.22808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209	0.00057	29.13068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	3.13253	0	0	0	0.00396	0	0	0	0.00163	0	0	0	0	0	0	0	0.00813	20.49901	0.00585	0	0	0	0	0	0	0	0	0	0	0	0	1.79811	0.71381	0	0	0	0	0	0.23199	40.73896	0.08796	0.40545	16.69974	4.65626	0	0	0	0	4.80465	34.42415	0.08009	0	0	0	0.00581	3.05825	0	0.03057	24.3218	2.39569	0	0	0	0	0	0	0	7.31704	1.68609	0.68441	19.3393	0.49488	0.39404	0	0	0	0	0	0	0	0	1.15406	0	0	0	0	0	0	0	0	0	0.00296	0.00405	0.18842	4.45693	11.37686	0	0	0	0.13955	51.77722	0.02296	0.10586	0	0.01369	0	0	0	0.02042	0.11546	0.03606	0	19.91473	4.94005	0.01177	0	0	3.16818	17.06065	56.30314	0	0.00259	0	0.04836	25.22004	0.0661	1.18736	36.47271	1.25492	0	0	0.00849	24.67258	0.01732	0.00701	0	12.48937	6.93262	1.49972	0	0	0	0	0	0.02455	0	0	0.0026	0	0	0	0	0.00201	2.90437	0	9.53941	0.01518	0	0.04756	22.70303	0	0	1.8714	0	0	0	0	0	0	0	0	0.19674	0	0	0	0	0	0.00437	0	0	0.58722	10.38422	19.67953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44479	42.90203	14.65772	0	0	0	3.8334	1.58306	0	3.11748	42.04254	0.65651	0.01256	0.00097	0	1.959	38.53163	0.00246	0.5056	11.9917	30.53318	0	27.15655	18.06086	0.77424	0	0	0.01393	0.00371	0	4.53493	22.32866	0.00637	14.58464	15.91415	22.48299	0.00246	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__Bifidobacterium_bifidum_unclassified	3.13253	0	0	0	0.00396	0	0	0	0.00163	0	0	0	0	0	0	0	0.00813	20.49901	0.00585	0	0	0	0	0	0	0	0	0	0	0	0	1.79811	0.71381	0	0	0	0	0	0.23199	40.73896	0.08796	0.40545	16.69974	4.65626	0	0	0	0	4.80465	34.42415	0.08009	0	0	0	0.00581	3.05825	0	0.03057	24.3218	2.39569	0	0	0	0	0	0	0	7.31704	1.68609	0.68441	19.3393	0.49488	0.39404	0	0	0	0	0	0	0	0	1.15406	0	0	0	0	0	0	0	0	0	0.00296	0.00405	0.18842	4.45693	11.37686	0	0	0	0.13955	51.77722	0.02296	0.10586	0	0.01369	0	0	0	0.02042	0.11546	0.03606	0	19.91473	4.94005	0.01177	0	0	3.16818	17.06065	56.30314	0	0.00259	0	0.04836	25.22004	0.0661	1.18736	36.47271	1.25492	0	0	0.00849	24.67258	0.01732	0.00701	0	12.48937	6.93262	1.49972	0	0	0	0	0	0.02455	0	0	0.0026	0	0	0	0	0.00201	2.90437	0	9.53941	0.01518	0	0.04756	22.70303	0	0	1.8714	0	0	0	0	0	0	0	0	0.19674	0	0	0	0	0	0.00437	0	0	0.58722	10.38422	19.67953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44479	42.90203	14.65772	0	0	0	3.8334	1.58306	0	3.11748	42.04254	0.65651	0.01256	0.00097	0	1.959	38.53163	0.00246	0.5056	11.9917	30.53318	0	27.15655	18.06086	0.77424	0	0	0.01393	0.00371	0	4.53493	22.32866	0.00637	14.58464	15.91415	22.48299	0.00246	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.04187	0	0	0	14.97387	1.90683	80.90331	96.77449	0.0006	0.19973	0	0	0	0	0	0	0.95652	44.17098	0.01705	0.18589	65.88066	0.21481	0	0	0	0	2.00028	28.89076	0.0398	0	0	0	1.97426	7.19068	0	0	0	0	0	0	0	0	0.01349	0.00041	7.72396	0.33833	0	0	0	0.0001	0	0.11153	0.01169	0	0.00265	1.75737	0	0.39776	45.44724	0.11287	0.01261	41.36041	0.01583	0	0	0	0	0	0	8.12447	0.00754	0.0073	0	0	0	0	0	0	0.77669	3.23339	0	0.10755	45.76299	0	0.0016	0.01567	0.0008	0.18827	40.84356	0	0	0	0	1.60616	0.0018	0	0.08089	0	0	9.25083	0	0	0.05758	0.09799	0	0.09455	18.93235	0.01796	0.21775	0	0	0.11339	22.69258	66.01473	0.7846	45.27224	6.51201	4.11952	17.89858	0.00507	0	0.00349	0	0.24853	41.95523	0.11053	0.26966	44.91292	90.5759	2.02265	14.43268	0	31.42309	0.02558	0.00736	0.45914	0	0	0	0	0	0.01206	52.32483	86.38963	0.01259	7.63497	0.00798	0.27726	23.50236	0.00627	0.77306	0.10435	0.03556	0	0	0	0	0	0	0.00102	0.00062	0	0	0	0	0	0	0	0	0.00316	0	0	0.0924	0	0.94282	0	0	7.3144	0	0	0	0	0	0.0316	0	0	0	0	0	0.09581	1.88341	0	5.74206	18.62317	0.05975	3.01857	30.36011	92.87864	0	3.391	0	0	0	0	0	0	0.00018	0	0	0	0.08433	0.18057	0	0	0	0	0	0	0	0.04501	0	0	0.22112	41.59112	0.79653	0.00388	0	0.00182	0	0	0	0	0	0	0	0	0.28928	0.0003	0.00021	0	0	0	0	0.00839	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified	0.04187	0	0	0	14.97387	1.90683	80.90331	96.77449	0.0006	0.19973	0	0	0	0	0	0	0.95652	44.17098	0.01705	0.18589	65.88066	0.21481	0	0	0	0	2.00028	28.89076	0.0398	0	0	0	1.97426	7.19068	0	0	0	0	0	0	0	0	0.01349	0.00041	7.72396	0.33833	0	0	0	0.0001	0	0.11153	0.01169	0	0.00265	1.75737	0	0.39776	45.44724	0.11287	0.01261	41.36041	0.01583	0	0	0	0	0	0	8.12447	0.00754	0.0073	0	0	0	0	0	0	0.77669	3.23339	0	0.10755	45.76299	0	0.0016	0.01567	0.0008	0.18827	40.84356	0	0	0	0	1.60616	0.0018	0	0.08089	0	0	9.25083	0	0	0.05758	0.09799	0	0.09455	18.93235	0.01796	0.21775	0	0	0.11339	22.69258	66.01473	0.7846	45.27224	6.51201	4.11952	17.89858	0.00507	0	0.00349	0	0.24853	41.95523	0.11053	0.26966	44.91292	90.5759	2.02265	14.43268	0	31.42309	0.02558	0.00736	0.45914	0	0	0	0	0	0.01206	52.32483	86.38963	0.01259	7.63497	0.00798	0.27726	23.50236	0.00627	0.77306	0.10435	0.03556	0	0	0	0	0	0	0.00102	0.00062	0	0	0	0	0	0	0	0	0.00316	0	0	0.0924	0	0.94282	0	0	7.3144	0	0	0	0	0	0.0316	0	0	0	0	0	0.09581	1.88341	0	5.74206	18.62317	0.05975	3.01857	30.36011	92.87864	0	3.391	0	0	0	0	0	0	0.00018	0	0	0	0.08433	0.18057	0	0	0	0	0	0	0	0.04501	0	0	0.22112	41.59112	0.79653	0.00388	0	0.00182	0	0	0	0	0	0	0	0	0.28928	0.0003	0.00021	0	0	0	0	0.00839	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0.00435	0	0	0	0	0	0.0363	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02463	0	0	0	0	0	0	0.39808	0	0	0	0	0	0	0.07621	0	40.34346	0	0	0.15499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	1.50891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0.62692	0	0	0	0	0	0	0	0	0	0	0	0.03246	0	0	0	1.68872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99462	0	0	0	6.37426	0	0	0	5.92321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0.60659	19.11642	0.02975	0	0	0	0.06489	2.43772	0.00301	0	0	0	0	0	0	0	0.13462	0.00474	0	1.4434	0.2722	0	0	0	0	0	0	0	0	0	0	0	0	0.99908	16.1005	0.01643	0	0	0	0	0	0	0.00358	0	0	0	0	0	0.51867	0	0	0	0	0	0	0	0.10902	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455	0	0	0	0	0	0	0	0	0.00435	0	0	0	0	0	0.0363	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02463	0	0	0	0	0	0	0.39808	0	0	0	0	0	0	0.07621	0	40.34346	0	0	0.15499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	1.50891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0.62692	0	0	0	0	0	0	0	0	0	0	0	0.03246	0	0	0	1.68872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99462	0	0	0	6.37426	0	0	0	5.92321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0.60659	19.11642	0.02975	0	0	0	0.06489	2.43772	0.00301	0	0	0	0	0	0	0	0.13462	0.00474	0	1.4434	0.2722	0	0	0	0	0	0	0	0	0	0	0	0	0.99908	16.1005	0.01643	0	0	0	0	0	0	0.00358	0	0	0	0	0	0.51867	0	0	0	0	0	0	0	0.10902	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0.03645	0	2.6401	0	0	0	0	0	0	0	13.92595	0.01585	0	0	3.59167	0	0	0	0	0	0	0	0	0	0	0.23269	0	0	0	0	0	0.11028	0	0	0.52299	0	0	0	0.40256	0.70647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10537	0	0	0	0	0	0	0	0	0	0	0.75121	0	0	0	0	0	0	0	0	0	0	0	0.01385	0	0	0	0.0717	1.24488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00956	0	0	0	0	0	0	0	0	0.00116	0	0	0.04599	0	0	0	0	0	0	0	0	0.05666	0.12642	0.01269	0	0.00698	0	0	0	0	0	0	0	0	0	0	0.13468	0	1.36512	0	0.01361	0	1.05644	0	0	0	2.31334	0	0	0	0	0	0	0	0	0	0	0.03822	0.29296	0	0	0	0	0.03817	0	0	0.00547	17.60944	0	0.0411	28.73651	0.03082	0	0.04224	0	0	0.00864	0	0	0	0	0	0.00784	0	0	0	0	0	0.72361	0	2.47927	0.00179	68.24213	0	0	0	0.0204	0.13459	0.04528	0.00685	0	0	0	0.04465	0	0	0	0	0	0.00952	0	0	0	0	0.024	0.0237	0	0.00125	0	0.00158	0	0	0	0.00312	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium|t__Bifidobacterium_dentium_unclassified	0	0.03645	0	2.6401	0	0	0	0	0	0	0	13.92595	0.01585	0	0	3.59167	0	0	0	0	0	0	0	0	0	0	0.23269	0	0	0	0	0	0.11028	0	0	0.52299	0	0	0	0.40256	0.70647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10537	0	0	0	0	0	0	0	0	0	0	0.75121	0	0	0	0	0	0	0	0	0	0	0	0.01385	0	0	0	0.0717	1.24488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00956	0	0	0	0	0	0	0	0	0.00116	0	0	0.04599	0	0	0	0	0	0	0	0	0.05666	0.12642	0.01269	0	0.00698	0	0	0	0	0	0	0	0	0	0	0.13468	0	1.36512	0	0.01361	0	1.05644	0	0	0	2.31334	0	0	0	0	0	0	0	0	0	0	0.03822	0.29296	0	0	0	0	0.03817	0	0	0.00547	17.60944	0	0.0411	28.73651	0.03082	0	0.04224	0	0	0.00864	0	0	0	0	0	0.00784	0	0	0	0	0	0.72361	0	2.47927	0.00179	68.24213	0	0	0	0.0204	0.13459	0.04528	0.00685	0	0	0	0.04465	0	0	0	0	0	0.00952	0	0	0	0	0.024	0.0237	0	0.00125	0	0.00158	0	0	0	0.00312	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	2.58085	0	0	41.3463	10.27884	2.07963	2.3058	0.0007	0.22563	0.0143	0	0	3.58099	3.0969	11.49463	0	5.10226	1.58626	0	0.1387	0.70723	0.35473	25.81789	0.00741	23.69825	0.0113	1.8337	0.00855	0.32841	2.36968	0	2.52913	4.77976	4.24778	0	0	0	0	3.55192	24.28826	0.05032	0.16166	64.54614	10.01744	7.06412	52.77162	1.40153	11.29773	2.07407	35.74281	0.08318	0.78394	36.29754	0.95829	0.00962	2.82194	0.0016	4.73883	6.60891	1.03763	0.01127	40.60297	0.02402	3.33383	30.77287	0	2.31277	61.56458	4.69379	3.83937	67.84374	61.38151	1.46656	0	0.0353	1.21973	26.02408	5.02497	3.22556	77.64794	0.00226	1.85608	5.60988	42.87748	5.11256	90.29507	3.79478	4.82057	7.06946	8.21625	0	40.13879	33.07625	0.01506	85.87043	8.90466	0.09912	19.11622	15.18861	0.02312	18.36522	6.41598	2.10348	69.63328	4.31616	0.33488	2.92741	24.32616	0.00077	40.41084	96.65138	0.20393	6.5793	1.03938	2.65742	3.93331	0.44975	2.16467	9.1543	6.63087	0.53875	91.52947	0.00278	0.00214	2.28421	2.09128	1.4943	0.00503	0.0033	1.58683	18.9798	0.01518	5.15134	9.31055	0.00799	1.76741	3.13283	11.37165	2.82843	2.95011	0	20.65085	12.12649	0.00176	0.27138	0.56669	9.1681	0.0242	8.68349	0	3.84111	42.97128	0.0071	1.71484	0	14.60219	0.02726	1.50083	0.33025	52.60666	0	10.64256	1.67039	28.10604	0	1.03613	14.46488	0.00342	1.62702	54.61026	0.02211	0.92295	32.34658	16.76419	27.12185	51.34584	0.00302	0.48866	14.78582	0.57599	0.88878	22.18883	26.9429	26.39263	0	0	2.31911	0.51462	0	1.38918	93.69429	0.00167	0.05771	2.20051	1.80649	1.67163	0.30571	0.00059	7.65719	17.95916	7.53599	0.0016	17.33641	26.61312	3.61293	44.60689	38.71845	7.11888	87.42012	0.16163	1.09443	67.16907	0.00317	8.09548	37.64189	2.44886	3.54019	17.80085	0.04316	0.27701	5.28028	0.51729	0.84526	12.94171	2.37097	0.51354	37.48951	55.5432	2.10506	0	0.9161	1.8714	65.094	0.57599	3.22695	18.80242	7.14234	31.0321	75.24991	4.44825	1.31599	4.86376	19.90921	0.00412	0.01068	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified	2.58085	0	0	41.3463	10.27884	2.07963	2.3058	0.0007	0.22563	0.0143	0	0	3.58099	3.0969	11.49463	0	0	1.58626	0	0.1387	0.70723	0.35473	25.81789	0.00741	23.69825	0.0113	1.8337	0.00855	0.32841	2.36968	0	0.32275	4.77976	4.24778	0	0	0	0	3.55192	24.28826	0.05032	0.16166	64.54614	10.01744	7.06412	52.77162	1.40153	11.29773	2.07407	35.74281	0.08318	0.78394	36.29754	0.95829	0.00962	2.82194	0.0016	4.73883	6.60891	1.03763	0.01127	40.60297	0.02402	3.33383	30.77287	0	1.57336	61.56458	4.69379	3.83937	67.84374	61.38151	1.46656	0	0.0353	1.21973	26.02408	5.02497	3.22556	77.64794	0.00226	1.85608	5.60988	42.87748	5.11256	90.29507	3.79478	4.82057	7.06946	8.21625	0	40.13879	33.07625	0.01506	85.87043	8.90466	0.09912	19.11622	15.18861	0.02312	18.36522	2.9668	2.10348	69.63328	4.31616	0.33488	2.92741	24.32616	0.00077	40.41084	96.65138	0.20393	6.5793	1.03938	2.65742	3.93331	0.44975	2.16467	9.1543	6.63087	0.53875	91.52947	0.00278	0.00214	0	0.37512	1.4943	0.00503	0.0033	1.58683	18.9798	0.01518	0	1.252	0.00799	1.76741	3.13283	11.37165	2.82843	2.95011	0	20.65085	12.12649	0.00176	0.27138	0.56669	9.1681	0.0242	8.68349	0	3.84111	42.97128	0.0071	1.71484	0	14.60219	0.02726	1.50083	0.33025	52.60666	0	10.64256	1.67039	28.10604	0	1.03613	14.46488	0.00342	1.62702	54.61026	0.02211	0.92295	32.34658	16.76419	27.12185	51.34584	0.00302	0.48866	14.78582	0.57599	0.88878	22.18883	26.9429	26.39263	0	0	2.31911	0.51462	0	1.38918	93.69429	0.00167	0.05771	2.20051	1.80649	1.67163	0.30571	0.00059	7.65719	17.95916	7.53599	0.0016	17.33641	26.61312	3.61293	44.60689	38.71845	7.11888	87.42012	0.16163	1.09443	67.16907	0.00317	8.09548	37.64189	2.44886	3.54019	17.80085	0.04316	0.27701	5.28028	0.51729	0.84526	12.94171	2.37097	0.51354	37.48951	55.5432	2.10506	0	0.9161	1.8714	65.094	0.57599	3.22695	18.80242	7.14234	31.0321	75.24991	4.44825	1.31599	4.86376	19.90921	0.00412	0.01068	0
